county,state,fips,2015,2016,2017,2018
Teton,wyoming,56039,1980818,2019964,2078477,2166420
Harnett,north carolina,37085,2021501,2071660,2124069,2167983
Genesee,new york,36037,2223566,2117205,2189801,2176156
Windham,vermont,50025,2242212,2210648,2167610,2176247
Steele,minnesota,27147,1975285,2089477,2083134,2177534
Lake,california,6033,1948505,2059415,2106437,2178663
Hancock,indiana,18059,1929478,2008215,2105964,2180514
Hood,texas,48221,1973766,1836421,2046183,2180548
Lincoln,nebraska,31111,2230077,2391693,2146065,2184894
Georgetown,south carolina,45043,2229031,2129552,2133707,2193408
Hancock,androscoggin,23009,2141685,2143713,2124723,2197937
Des Moines,iowa,19057,2172710,2196937,2166900,2198139
Lincoln,south dakota,46083,1977656,2049288,2102053,2200313
Wyoming,pennsylvania,42131,2108432,2265154,2414519,2201326
Carbon,pennsylvania,42025,2066060,2137686,2113357,2201379
Mississippi,arkansas,5093,2006432,2165446,2086796,2205413
Roane,tennessee,47145,2128394,2242410,2276626,2206450
Tehama,california,6103,1917492,2037676,2100567,2210392
Holmes,ohio,39075,2062422,2017562,2202629,2211791
Nassau,florida,12089,2017786,2035963,2134955,2213296
Bullitt,kentucky,21029,1931010,2033335,2160673,2225729
Klamath,oregon,41035,1993325,2029679,2166304,2234621
Auglaize,ohio,39011,2009807,2003508,2074560,2234651
Columbia,new york,36021,2313702,2293614,2234832,2234756
Monroe,wisconsin,55081,1963544,1866775,2012966,2247621
Isabella,michigan,26073,2218781,2213870,2228482,2263492
Matanuska-Susitna Borough,alaska,2170,2288760,2260538,2207986,2266408
Otsego,new york,36077,2207943,2212215,2261655,2269245
White,arkansas,5145,2425197,2350710,2296231,2272114
Darlington,south carolina,45031,2276711,2233995,2237480,2272984
San Patricio,texas,48409,2377615,2393458,2273991,2279014
Otter Tail,minnesota,27111,2216803,2210039,2241975,2282953
Butler,kansas,20015,1746350,2196235,2214884,2283399
Paulding,georgia,13223,2049132,2123522,2211909,2290287
Hockley,texas,48219,2243591,2089775,2241118,2291133
Juneau City and Borough,alaska,2110,2221936,2237416,2294784,2298214
Muscatine,iowa,19139,2306755,2284845,2265143,2298640
Uintah,utah,49047,2325107,2251219,2348376,2301653
Rice,minnesota,27131,2119288,2176105,2215381,2303295
Walton,georgia,13297,1977836,2155338,2242354,2305512
Coles,illinois,17029,2181513,2178366,2262329,2305836
Reno,kansas,20155,2222308,2196325,2288360,2307946
Columbia,pennsylvania,42037,2236756,2247913,2245364,2308721
Fayette,ohio,39047,2049146,2287329,2208698,2311461
Windsor,vermont,50027,2275712,2331637,2325434,2324722
Valdez-Cordova Census Area,alaska,2261,2174869,2157680,2173189,2331614
York + Poquoson,virginia,51199,2331257,2254327,2251861,2332335
Madison,nebraska,31119,2237030,2231519,2327461,2342025
Armstrong,pennsylvania,42005,2276494,2228905,2330667,2344977
Livingston,louisiana,22063,2354447,2211461,2296680,2346977
Caldwell,north carolina,37027,2087420,2149216,2215203,2347493
Douglas,nevada,32005,2179846,2170340,2213182,2354292
Box Elder,utah,49003,1972078,2160232,2278797,2354625
Aroostook,androscoggin,23003,2221966,2302821,2326967,2357454
Cerro Gordo,iowa,19033,2392015,2383966,2294118,2360792
St. John the Baptist,louisiana,22095,2884178,2915834,2562558,2367760
Clallam,washington,53009,2234974,2230301,2296722,2375614
Newton,georgia,13217,2252854,2314079,2423209,2415670
McKinley,new mexico,35031,2523990,2381551,2377395,2422005
Scott,kentucky,21209,2243664,2338983,2397714,2422975
Tuolumne,california,6109,2226912,2425612,2556252,2430940
Surry,north carolina,37171,2357193,2350239,2390757,2447200
Cayuga,new york,36011,2532267,2466121,2472707,2455069
Grays Harbor,washington,53027,2343947,2325863,2419428,2464139
DeKalb,indiana,18033,2333251,2413806,2418339,2466948
Lauderdale,alabama,1077,2445200,2402567,2395624,2467086
Riley,kansas,20161,2498660,2516075,2453994,2469027
Rutland,vermont,50021,2455640,2476726,2480657,2469821
Scurry,texas,48415,2592419,2371985,2468602,2474422
St. Mary,louisiana,22101,2807526,2511389,2410106,2479914
Sumter,florida,12119,2169972,2280124,2397299,2484841
Burke,georgia,13033,1977820,2230208,2417457,2489579
Crow Wing,minnesota,27035,2493304,2457596,2434394,2495344
Jackson,indiana,18071,2270764,2339143,2498300,2495376
San Benito,california,6069,2275993,2385697,2482964,2495845
Dale,alabama,1045,2405727,2423899,2459148,2505314
Winona,minnesota,27169,2286236,2336934,2480192,2509223
Walton,florida,12131,2214261,2317833,2436144,2511146
Stark,north dakota,38089,3070264,2377398,2412100,2523736
Otero,new mexico,35035,2424955,2459480,2471232,2526350
Cass,missouri,29037,2315661,2419762,2491460,2538540
Highlands,florida,12055,2429784,2526899,2547217,2538660
Geary,kansas,20061,2772747,2624842,2583215,2540165
St. Landry,louisiana,22097,2549714,2454562,2495327,2548496
Cullman,alabama,1043,2479048,2473561,2491025,2548547
Whitman,washington,53075,2187776,2233525,2391017,2549592
Rogers,oklahoma,40131,2744013,2497425,2434626,2549812
Josephine,oregon,41033,2241748,2337115,2454025,2554777
Jones,mississippi,28067,2705065,2550612,2719583,2559289
Chippewa,wisconsin,55017,2577837,2461840,2546733,2559488
Leavenworth,kansas,20103,2547407,2529313,2523593,2560260
Platte,nebraska,31141,2328316,2364499,2455969,2560802
Kandiyohi,minnesota,27067,2485209,2462913,2519817,2561566
Washington + Bristol,virginia,51191,2638184,2555340,2528250,2563018
Coffee,tennessee,47031,2347077,2412519,2518577,2573478
Lenoir,north carolina,37107,2487698,2457167,2548022,2577693
Burke,north carolina,37023,2546945,2526624,2541924,2583060
Ross,ohio,39141,2503185,2455400,2516975,2585225
Buffalo,nebraska,31019,2382086,2417932,2560804,2588065
Nacogdoches,texas,48347,2468571,2420273,2514106,2596775
Floyd,indiana,18043,2425417,2534222,2530820,2600472
Somerset,pennsylvania,42111,2500565,2467621,2512800,2601860
Cooke,texas,48097,2535323,2428601,2494264,2603999
Guernsey,ohio,39059,2340389,2234255,2319688,2607037
Greenwood,south carolina,45047,2531649,2538342,2596014,2613491
Dubois,indiana,18037,2598251,2506210,2573161,2615764
Apache,arizona,4001,2502406,2509130,2544096,2619469
Clearfield,pennsylvania,42033,2600314,2481032,2591034,2619560
Sullivan,new york,36105,2456438,2477704,2525990,2619796
Madison,kentucky,21151,2575607,2581961,2583441,2634589
Sandusky,ohio,39143,2660036,2561870,2638653,2645958
Elko,nevada,32007,2414125,2485334,2621223,2647073
Jackson,georgia,13157,2199723,2410639,2541010,2647300
Fauquier,virginia,51061,2512702,2524219,2541578,2648940
Cattaraugus,new york,36009,2738023,2649524,2679529,2659316
Wayne,indiana,18177,2514120,2547446,2581702,2659403
"Dinwiddie, Colonial Heights + Petersburg",virginia,51053,2617604,2615293,2628517,2672846
Belknap,new hampshire,33001,2529942,2559534,2595286,2673442
Lenawee,michigan,26091,2471418,2530092,2544827,2674402
Sioux,iowa,19167,2486700,2434370,2684788,2676524
Marion,ohio,39101,2435079,2471461,2581846,2688988
Goodhue,minnesota,27049,2508142,2609788,2619441,2690313
Pope,arkansas,5115,2805696,2728238,2683755,2692810
Pike,kentucky,21195,2695598,2683994,2736164,2703199
Van Buren,michigan,26159,2387816,2803568,2722042,2709396
Ogle,illinois,17141,2722574,2735223,2701069,2721329
Panola,texas,48365,3100854,2700866,2691838,2727949
Putnam,west virginia,54079,2490332,2596869,2593084,2737539
Bannock,idaho,16005,2572790,2621524,2700656,2745368
Colbert,alabama,1033,2814138,2778239,2708633,2755838
Worcester,maryland,24047,2608013,2643282,2714543,2761060
Lowndes,mississippi,28087,2837610,2824609,2787765,2763507
Lauderdale,mississippi,28075,2763989,2757248,2758498,2764388
Carter,oklahoma,40019,2942382,2819009,2741834,2774940
Island,washington,53029,2550445,2626389,2697664,2779987
Ashtabula,ohio,39007,2784450,2683288,2719196,2781238
Columbia,wisconsin,55021,2474633,2526365,2699274,2785286
Accomack,virginia,51001,2623569,2592466,2671816,2794309
Williamson,illinois,17199,2637918,2662912,2700573,2796011
Etowah,alabama,1055,2741934,2742949,2746645,2803470
Jackson,illinois,17077,2629683,2772570,2662323,2805921
Union,arkansas,5139,2763045,2652569,2723839,2806423
Franklin,massachusetts,25011,2688491,2701844,2749316,2807921
Kenai Peninsula Borough,alaska,2122,2901418,2833117,2788536,2808539
Rusk,texas,48401,2831492,2708872,2732838,2822763
Raleigh,west virginia,54081,2790392,2654465,2758922,2823696
Marshall,west virginia,54051,2506774,2482473,2590606,2826306
Allegany,maryland,24001,2814806,2847186,2853380,2828976
Talladega,alabama,1121,2820169,2795690,2745857,2840194
Lawrence,pennsylvania,42073,2818025,2767252,2755272,2846290
Scioto,ohio,39145,2857741,2811481,2913525,2879940
Campbell,kentucky,21037,2726347,2843604,2851553,2894065
Gibson,indiana,18051,2677512,2838950,3049925,2902220
Kendall,illinois,17093,2783139,2826945,2877800,2910561
Muskogee,oklahoma,40101,2960187,2954344,2954303,2912342
Jefferson,arkansas,5069,2917025,2935141,2931545,2917078
Northumberland,pennsylvania,42097,2911110,2873576,2982734,2920049
Shelby,ohio,39149,2808665,2795544,2858071,2946112
Saline,kansas,20169,2776722,2857746,2933705,2956168
McKenzie,north dakota,38053,2933082,2464867,2586303,2956333
Rockingham,north carolina,37157,2959621,2966286,2923215,2957387
Crawford,pennsylvania,42039,2898747,2820909,2885992,2963429
Columbiana,ohio,39029,3102927,2960143,2964828,2970872
Summit,utah,49043,2569665,2683203,2909870,2973451
Sandoval,new mexico,35043,2989408,2984347,2937060,2991564
Hamblen,tennessee,47063,2781652,2843223,2885876,2996630
Rockwall,texas,48397,2560844,2725128,2877797,3002097
Yuba,california,6115,2753556,2872113,2985566,3020233
Curry,new mexico,35009,2938820,2987664,3041013,3024286
St. Croix,wisconsin,55109,2729363,2837701,2896186,3031736
Ohio,west virginia,54069,2657029,2830784,3048267,3044572
Garland,arkansas,5051,2937538,2942846,3003768,3051825
Putnam,new york,36079,2985701,3024277,3038085,3056190
Marshall,alabama,1095,2830730,2864795,2943251,3061736
Walla Walla,washington,53071,2807891,2908170,2995360,3068776
Lewis and Clark,montana,30049,3015879,3011893,3044480,3083311
Payne,oklahoma,40119,3122860,3028762,3008781,3083512
Robeson,north carolina,37155,3055855,2996269,3065727,3083812
Dorchester,south carolina,45035,2699844,2821728,2970814,3090144
Marquette,michigan,26103,3061807,3188673,3088151,3091552
Berkeley,west virginia,54003,2776287,2826002,3026375,3093871
Orangeburg,south carolina,45075,2966052,2975439,3071535,3115582
Iberia,louisiana,22045,3588693,3190657,3105170,3117265
St. James,louisiana,22093,3091041,2644422,3019784,3133283
Grundy,illinois,17063,3043557,3177894,3179509,3145931
Crawford,illinois,17033,3453908,2650746,3037722,3154494
Carroll,ohio,39019,3102236,3617615,3232375,3157285
Sherburne,minnesota,27141,3004115,3021598,3080014,3183353
Moore,north carolina,37125,2967268,3030381,3087360,3190937
Orange,texas,48361,3247476,3199109,3072605,3196209
West Baton Rouge,louisiana,22121,3078064,2853638,3160246,3199431
Lee,north carolina,37105,3167808,3090131,3121920,3210730
Liberty,georgia,13179,3265956,3197093,3206443,3212350
Franklin,kentucky,21073,3130442,3214004,3139636,3228327
Carson City,nevada,32510,2995127,2993317,3156084,3240155
Washington,ohio,39167,3363329,3286752,3191102,3258342
Pecos,texas,48371,2190674,2260388,2700203,3267658
Hall,nebraska,31079,3139136,3088975,3196209,3274814
Dodge,wisconsin,55027,3280737,3125078,3232668,3279690
Adams,illinois,17001,3184014,3120703,3139643,3284870
Vermilion,illinois,17183,3180311,3214461,3196706,3285723
Maury,tennessee,47119,2824220,3029705,3196187,3285859
Limestone,alabama,1083,3149394,3223504,3286233,3288507
Columbia,georgia,13073,2994458,3064812,3173887,3294683
Putnam,tennessee,47141,3010708,3107373,3213131,3308251
Twin Falls,idaho,16083,3092119,3188155,3233364,3323275
Gaines,texas,48165,3071021,3143750,3374899,3329962
Sauk,wisconsin,55111,3214705,3133973,3206207,3338082
Monroe,ohio,39111,1716334,2468886,2643518,3348767
Wood,west virginia,54107,3384465,3376393,3301018,3350079
Wayne,new york,36117,3371422,3486874,3473297,3369099
Eagle,colorado,8037,3136360,3216484,3308719,3375460
Cheshire,new hampshire,33005,3335054,3334470,3355740,3376138
Pittsylvania + Danville,virginia,51143,3357709,3320142,3341250,3380090
Douglas,oregon,41019,3074741,3218473,3348546,3382950
Yoakum,texas,48501,2681087,2941461,3179886,3385988
Umatilla,oregon,41059,2930458,3126738,3251159,3387635
Yamhill,oregon,41071,3225526,3304110,3333620,3389781
Garfield,oklahoma,40047,4329007,4591465,3345503,3391713
Angelina,texas,48005,3203803,3140971,3228257,3395257
Washington,vermont,50023,3311846,3438468,3418699,3403063
Lewis,washington,53041,3035286,3089665,3358472,3403303
Rockdale,georgia,13247,3400053,3279733,3359843,3403771
Pickens,south carolina,45077,3113133,3284205,3319149,3412082
Portage,wisconsin,55097,3248563,3319944,3423285,3414812
Tuscarawas,ohio,39157,3505071,3383761,3541214,3427629
Plaquemines,louisiana,22075,3903701,3491159,3307851,3444860
Oconee,south carolina,45073,3332422,3364139,3486055,3480348
Bay,michigan,26017,3508955,3499875,3468934,3481282
Sutter,california,6101,3289404,3252117,3326349,3486115
Adams,pennsylvania,42001,3334856,3327497,3476444,3487746
Madison,indiana,18095,3309585,3321008,3356841,3494610
Lancaster,south carolina,45057,2505743,2892462,3303682,3501614
Citrus,florida,12017,3374867,3395172,3414707,3511018
La Plata,colorado,8067,3499160,3674622,3650188,3515882
Glynn,georgia,13127,3348247,3342742,3401864,3524216
Navajo,arizona,4017,3277796,3227185,3380361,3535546
Randall,texas,48381,3454369,3409412,3407628,3539417
Mendocino,california,6045,3334857,3386979,3444874,3552687
Clinton,new york,36019,3519059,3498274,3565723,3554003
Hunt,texas,48231,3060806,3412827,3469900,3554755
Franklin,washington,53021,3313166,3384442,3418623,3557186
Sevier,tennessee,47155,3295860,3349914,3445451,3591754
Cleveland,north carolina,37045,3191379,3302964,3468554,3593630
Forrest,mississippi,28035,3487272,3504946,3564731,3614553
DeKalb,illinois,17037,3630041,3542208,3523477,3614570
Chemung,new york,36015,3672232,3598261,3573676,3625650
Cape Girardeau,missouri,29031,3584715,3542729,3548873,3644297
Brunswick,north carolina,37019,3411835,3533327,3622101,3648227
Muskingum,ohio,39119,3642468,3552449,3561412,3650728
Warren,new york,36113,3516729,3590915,3674566,3674608
McCracken,kentucky,21145,3700034,3742652,3622083,3679761
Faulkner,arkansas,5045,3720455,3679979,3625171,3683719
Troup,georgia,13285,3582110,3602164,3670290,3689303
Union,ohio,39159,3375209,3461927,3639097,3699605
Bowie,texas,48037,3595173,3639773,3663972,3701177
Coweta,georgia,13077,3337077,3418967,3484208,3705520
Flathead,montana,30029,3468012,3556754,3654009,3726973
McMullen,texas,48311,4620756,4273231,3864088,3730878
Geauga,ohio,39055,3658335,3594792,3659094,3733117
Ward,north dakota,38101,4055404,3650218,3555409,3733225
Grand Forks,north dakota,38035,3645135,3608213,3691868,3740414
Wood,wisconsin,55141,3532651,3711017,3644091,3744448
Prince George + Hopewell,virginia,51147,3704863,3687048,3754890,3749605
Wise,texas,48497,4241062,3912276,3729284,3759232
Sumter,south carolina,45085,3611478,3619175,3697262,3773452
De Soto,louisiana,46037,2927784,3024224,3704041,3779059
Cascade,montana,30013,3646286,3548307,3644181,3782722
Floyd,georgia,13115,3689436,3732691,3778121,3787411
Fairfield,ohio,39045,3579982,3636171,3831982,3795258
Hernando,florida,12053,3390553,3495017,3647475,3817718
Santa Rosa,florida,12113,3492523,3652174,3684821,3836306
Jefferson,ohio,39081,2963056,3142613,3456018,3836529
Sweetwater,wyoming,56037,4037540,3961894,3959441,3836603
Douglas,georgia,13097,3380816,3561003,3630212,3848040
Walworth,wisconsin,55127,3661219,3691573,3730540,3859338
Parker,texas,48367,3881585,3576103,3742191,3860064
Indiana,pennsylvania,42063,4107160,3788192,3843789,3867491
Delaware,indiana,18035,3762814,3754936,3827953,3872532
Manitowoc,wisconsin,55071,3878136,3914771,3911605,3885280
Wilson,north carolina,37195,3790647,3775521,3830882,3890550
Tangipahoa,louisiana,22105,3687749,3708532,3863443,3894065
LaPorte,indiana,18091,3828465,3809847,3848432,3940402
Calhoun,alabama,1015,3810823,3862408,3861148,3950436
Randolph,north carolina,37151,3890738,3857985,3915646,3960189
Laurens,south carolina,45059,3484393,3649304,3785287,3972703
Lafourche,louisiana,22057,4333557,3828674,3821091,3978516
Carroll,georgia,13045,3675530,3773815,3861112,3994013
Wright,minnesota,27171,3772681,3872717,3932299,4002893
Franklin,missouri,29071,3899274,3918131,3941168,4003073
Blue Earth,minnesota,27013,3862661,3849368,4042066,4007832
Fayette,pennsylvania,42051,4043595,3966995,3935183,4008354
Craighead,arkansas,5031,3821826,3860116,3922075,4031319
Miami,ohio,39109,3841684,3944911,3987969,4056603
Daviess,kentucky,21059,4009903,3942353,3999442,4067175
Kauai,hawaii,15007,3633843,3748281,3849132,4083693
James City + Williamsburg,virginia,51095,3910989,3923685,3981736,4089508
Mercer,pennsylvania,42085,4106092,4030379,4069357,4101219
Calvert,maryland,24009,4180425,4512446,4703874,4127614
Jefferson,wisconsin,55055,3748871,3835035,3955819,4134695
Nevada,california,6057,3942943,4029754,4053373,4170409
Chelan,washington,53007,3826394,3939113,4114511,4177800
Canadian,oklahoma,40017,3351297,3253235,3453778,4179430
Warren,new jersey,34041,4275997,4268309,4165110,4183193
Dougherty,georgia,13095,4008440,4081962,4114193,4198481
Boyd,kentucky,21019,4048973,3521869,3948906,4208514
Henderson,north carolina,37089,3795282,3994726,4075955,4235883
Cole,missouri,29051,4208498,4175362,4192196,4238180
Cecil,maryland,24015,3695969,3812378,3813650,4242723
Garfield,colorado,8045,4230409,4246153,4301192,4243642
Anderson,tennessee,47001,4136021,4196854,4267297,4244637
Monroe,florida,12087,4014404,4094692,4186956,4255911
Androscoggin,androscoggin,23001,4076246,4124051,4147966,4266879
Grant,indiana,18053,3999219,4490689,3829678,4276362
Buchanan,missouri,29021,4284301,4203136,4281472,4291237
Eaton,michigan,26045,4178968,4309150,4213443,4296062
Lee,mississippi,28081,4194091,4219680,4259052,4298512
Fayette,georgia,13113,3784441,3995272,4141752,4314130
St. Lawrence,new york,36089,4116825,4200119,4383886,4325055
Houston,alabama,1069,4190752,4221379,4238912,4349489
Craven,north carolina,37049,4406139,4348858,4278374,4360609
Kankakee,illinois,17091,4261711,4383459,4366489,4370611
Harrison,west virginia,54033,4052075,4048348,4158977,4373281
Clark,indiana,18019,4326567,4343758,4355017,4380616
Cabell,west virginia,54011,4342630,4338473,4298920,4388563
Richland,ohio,39139,4287575,4275260,4324887,4395247
Cochise,arizona,4003,4205478,4315749,4259736,4404134
Suffolk,virginia,51800,4163444,4197506,4259949,4409998
Bradley,tennessee,47011,4425202,4305445,4398986,4412936
Clark,ohio,39023,4294566,4284040,4352218,4414081
Linn,oregon,41043,3861453,4072242,4210211,4418178
Allegan,michigan,26005,3794810,3957389,4025184,4429115
Wilson,tennessee,47189,3971535,4127355,4276223,4442285
Comanche,oklahoma,40031,4555274,4419224,4375976,4449256
Greene,pennsylvania,42059,4166626,4351426,4444297,4452185
Douglas,kansas,20045,4205852,4338539,4404306,4458646
Sussex,new jersey,34037,4373376,4404366,4371424,4478411
Bartow,georgia,13015,4109404,4384889,4377573,4495356
Clay,florida,12019,4049461,4230998,4334718,4508532
Harrison,texas,48203,4405398,4350017,4419469,4509467
Cowlitz,washington,53015,4251502,4234614,4351020,4511489
Boone,indiana,18011,3879642,3894398,4344034,4528949
Johnson,indiana,18081,4062407,4133856,4324289,4534695
Vigo,indiana,18167,4645936,4578314,4568509,4542724
Kosciusko,indiana,18085,4691134,4263542,4384419,4549226
Cambria,pennsylvania,42021,4562547,4476405,4455663,4550684
Lowndes,georgia,13185,4256814,4337096,4457325,4563203
Johnston,north carolina,37101,4218400,4290371,4443268,4571119
Kaufman,texas,48257,3673450,4173953,4399554,4573275
Ward,texas,48475,3102368,2972627,3553344,4594555
Pottawattamie,iowa,19155,4553463,4611782,4445608,4637631
Ozaukee,wisconsin,55089,4386429,4530572,4573159,4642718
Windham,connecticut,9015,4553895,4537403,4606323,4661614
Grand Traverse,michigan,26055,4400014,4492132,4604663,4668753
Charlotte,florida,12015,4252418,4409773,4518513,4670656
Davidson,north carolina,37057,4312622,4531913,4708272,4683171
Grayson,texas,48181,4355290,4370950,4475124,4691343
Benton,oregon,41003,4215045,4347188,4484532,4705402
Wayne,north carolina,37191,4685843,4637941,4702700,4714200
Atascosa,texas,48013,4626219,4248916,4599172,4722996
Victoria,texas,48469,4794811,4502675,4511754,4723879
Jefferson,missouri,29099,4624132,4544186,4659262,4756553
Hardin,kentucky,21093,4575889,4595481,4723036,4763191
Dallas,iowa,19049,4561560,4746397,4679801,4763330
Woodbury,iowa,19193,5044728,4941052,4618402,4770518
Fond du Lac,wisconsin,55039,4576038,4624499,4721376,4779555
Cache,utah,49005,4176807,4369448,4647373,4782815
Chautauqua,new york,36013,4812366,4720719,4846451,4795711
Blount,tennessee,47009,4519834,4590446,4665580,4809024
Schuylkill,pennsylvania,42107,4755673,4682838,4693114,4810715
Story,iowa,19169,4716210,4627378,4744881,4814640
Rowan,north carolina,37159,4538382,4633194,4688045,4829489
Tolland,connecticut,9013,4679576,4694375,4770557,4835245
Stafford,virginia,51179,4439820,4560335,4678555,4847069
Cape May,new jersey,34009,4803794,4800458,4757727,4852632
"Augusta, Staunton + Waynesboro",virginia,51015,4706424,4706466,4842978,4902654
Bonneville,idaho,16019,4297612,4420880,4706502,4905301
Wicomico,maryland,24045,4622249,4751176,4848087,4915684
Midland,michigan,26111,4889900,4682356,4882666,4917510
Montgomery,tennessee,47125,4482871,4607178,4773344,4928685
Gonzales,texas,48177,5039799,4715861,4829309,4962433
Morgan,alabama,1103,4665658,4808714,4827146,4980085
Carver,minnesota,27019,4756758,4727484,4930243,4982250
Erie,ohio,39043,4866634,4973481,4907825,4996510
Salem,new jersey,34033,5093409,4675502,4905133,5000437
Missoula,montana,30063,4529703,4616447,4844547,5004429
DeSoto,mississippi,28033,4453049,4722453,4883753,5006943
Kennebec,androscoggin,23011,4785659,4881037,4968318,5025676
Wayne,ohio,39169,4786305,4879077,4971954,5065142
Mohave,arizona,4015,4700479,4841032,4900560,5068013
Bradford,pennsylvania,42015,4856827,5160201,5397156,5109302
St. Clair,michigan,26147,4884175,4965492,4952919,5122024
Steuben,new york,36101,4890557,4910437,5008340,5127024
Pennington,south dakota,46103,4913374,4960752,5081755,5148494
Susquehanna,pennsylvania,42115,4417614,5181072,5530657,5152922
Natrona,wyoming,56025,5831864,5176638,5010582,5171022
Gallatin,montana,30031,4437299,4812991,4922067,5178452
Dubuque,iowa,19061,5185679,5073477,5120001,5194130
Burleigh,north dakota,38015,5365185,5199793,5162417,5212246
Laramie,wyoming,56021,5231683,5074488,5193647,5236630
Hancock,ohio,39063,5536492,5394451,5226732,5242941
Howard,indiana,18067,5006828,5023786,5268619,5253267
Ellis,texas,48139,4757978,4910556,4939819,5263388
Christian,kentucky,21047,5617476,5290368,5332431,5274474
Tom Green,texas,48451,5043054,4916517,5038041,5285701
Jasper,missouri,29097,5192766,5240207,5327988,5292144
Madison,tennessee,47113,5028505,5104444,5207837,5306184
Charles,maryland,24017,4943019,5217937,5395576,5318368
Rapides,louisiana,22079,5140272,5244230,5259797,5322092
Newport,rhode island,44005,5124023,5152549,5234084,5328893
Spotsylvania + Fredericksburg,virginia,51630,4972476,5052012,5168862,5330562
Hanover,virginia,51085,5010645,5114149,5158334,5346260
Indian River,florida,12061,4864424,5047825,5130162,5346831
Washington,utah,49053,4277364,4650364,5116834,5347692
Blair,pennsylvania,42013,5231330,5195441,5260675,5354290
Andrews,texas,48003,4618403,4588979,5030447,5355273
Alamance,north carolina,37001,5027956,5142796,5200654,5364474
Montgomery + Radford,virginia,51121,5009577,5132628,5226711,5365957
Canyon,idaho,16027,4667740,4908188,5173535,5367721
LaSalle,illinois,17099,5271458,5282238,5362331,5398514
Tompkins,new york,36109,5326929,5325458,5355968,5412942
Warren,kentucky,21227,5165512,5272878,5341287,5423938
Williams,north dakota,38105,6721576,4887064,4921056,5435976
Portage,ohio,39133,5416697,5295803,5365071,5443756
Glasscock,texas,48173,3227077,3419824,4188974,5445361
Wichita,texas,48485,5254691,5303003,5322864,5452221
Comal,texas,48091,4902123,5078067,5216179,5455611
Henry,georgia,13151,4775897,5031465,5240352,5456897
Washington,tennessee,47179,5145002,5213835,5347622,5468691
Grant,washington,53025,5326784,5513180,5616221,5472287
Ontario,new york,36069,5507781,5332887,5448300,5486118
Kootenai,idaho,16055,4856952,5124128,5301432,5529281
Terrebonne,louisiana,22109,6244249,5639720,5381059,5535908
Licking,ohio,39089,5160590,5179948,5316725,5577325
Franklin,pennsylvania,42055,5271900,5241440,5412963,5583610
Whitfield,georgia,13313,5270007,5417769,5530182,5604981
Scott,minnesota,27139,4902863,5164472,5478390,5616653
Washington,wisconsin,55131,5350307,5349763,5502837,5636773
Monroe,michigan,26115,5410633,5510337,5598240,5644944
Kings,california,6031,5487526,5377698,5481134,5648724
Fairbanks North Star Borough,alaska,2090,5599363,5572193,5582087,5654089
Frederick + Winchester,virginia,51069,5286616,5335038,5500954,5656457
Lebanon,pennsylvania,42075,5337260,5381158,5473599,5659207
Jackson,michigan,26075,5252177,5490037,5525960,5662101
Monroe,pennsylvania,42089,5560621,5688610,5529321,5673380
Portsmouth,virginia,51740,5582855,5502600,5582074,5719664
Strafford,new hampshire,33017,5378308,5429720,5669014,5764984
Calhoun,michigan,26025,5528791,5594998,5609810,5766360
Baldwin,alabama,1003,5345363,5496105,5525882,5774289
Roanoke + Salem,virginia,51161,6015596,5700288,5664445,5793223
Carroll,maryland,24013,5522837,5672663,5768914,5805798
Bossier,louisiana,22015,5515885,5437417,5592987,5812033
San Juan,new mexico,35045,6655678,6228398,6189598,5812050
Santa Fe,new mexico,35049,5835174,5810487,5748226,5825345
Madison,mississippi,28089,5621583,5832161,5798874,5897999
Dimmit,texas,48127,5830122,5069387,5753634,5908447
Jefferson,new york,36045,6064487,5870512,5929646,5910020
Sumner,tennessee,47165,5421962,5625727,5842545,5919474
Eau Claire,wisconsin,55035,5511454,5638771,5712055,5920257
Platte,missouri,29165,5494159,5725980,5888034,5965298
Reagan,texas,48383,3618768,4212231,5303685,5977463
Oswego,new york,36075,6086390,5912547,6066338,5992557
Grafton,new hampshire,33009,5727106,5748182,5835561,5996422
Muskegon,michigan,26121,5915840,5897718,5922919,6004546
Aiken,south carolina,45003,5834526,5836985,5908848,6009182
Lee,alabama,1081,5457975,5702179,5897678,6013577
Penobscot,androscoggin,23019,5633056,5769790,5856821,6017850
Hendricks,indiana,18063,5190305,5514080,5768101,6030852
Houston,georgia,13153,5682804,5727423,5892668,6039600
Cumberland,new jersey,34011,6012536,6126043,5954454,6051881
Sebastian,arkansas,5131,6009047,6017794,5982291,6067121
Taylor,texas,48441,5753114,5680692,5797155,6073954
Monroe,indiana,18105,5653521,5751130,5962418,6080616
Pueblo,colorado,8101,5633254,5793524,5936817,6084945
Rensselaer,new york,36083,5970685,6042529,6081432,6111679
Humboldt,california,6023,5528777,5765056,5954256,6118687
Kenosha,wisconsin,55059,5922390,6120119,6181212,6141725
Rockingham + Harrisonburg,virginia,51660,5920168,5871118,6058956,6145145
Belmont,ohio,39013,4355531,5175882,6448543,6153399
Johnson,texas,48251,5934611,5730890,6142760,6166179
Rankin,mississippi,28121,6183375,6112219,6012445,6194331
Cherokee,georgia,13057,5486467,5750505,5991316,6203380
Campbell,wyoming,56005,6385320,6315849,6372783,6204761
Union,north carolina,37179,5687927,5833726,6092179,6210252
Ulster,new york,36111,6033576,6065862,6184371,6237082
